Date de début;Date de fin;Organisme;code zas;Zas;code site;nom site;type d'implantation;Polluant;type d'influence;discriminant;Réglementaire;type d'évaluation;procédure de mesure;type de valeur;valeur;valeur brute;unité de mesure;taux de saisie;couverture temporelle;couverture de données;code qualité;validité
2025/05/05 20:00:00;2025/05/05 21:00:00;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04031;Av Champs Elysees;Urbaine;NO2;Trafic;;Oui;mesures fixes;Auto NO2_NOx app 42i;moyenne horaire validée;17;16.975;µg-m3;;;;A;1
2025/05/05 21:00:00;2025/05/05 22:00:00;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04031;Av Champs Elysees;Urbaine;NO2;Trafic;;Oui;mesures fixes;Auto NO2_NOx app 42i;moyenne horaire validée;20.8;20.775;µg-m3;;;;A;1
2025/05/05 22:00:00;2025/05/05 23:00:00;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04031;Av Champs Elysees;Urbaine;NO2;Trafic;;Oui;mesures fixes;Auto NO2_NOx app 42i;moyenne horaire validée;18.7;18.675;µg-m3;;;;A;1
2025/05/05 23:00:00;2025/05/06 00:00:00;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04031;Av Champs Elysees;Urbaine;NO2;Trafic;;Oui;mesures fixes;Auto NO2_NOx app 42i;moyenne horaire validée;18.9;18.9;µg-m3;;;;A;1
2025/05/05 00:00:00;2025/05/05 01:00:00;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04034;VITRY-SUR-SEINE;Urbaine;NO2;Fond;;Oui;mesures fixes;Auto NO2_NOx app 42i;moyenne horaire validée;7;7;µg-m3;;;;A;1
2025/05/05 01:00:00;2025/05/05 02:00:00;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04034;VITRY-SUR-SEINE;Urbaine;NO2;Fond;;Oui;mesures fixes;Auto NO2_NOx app 42i;moyenne horaire validée;7.5;7.475;µg-m3;;;;A;1
2025/05/05 02:00:00;2025/05/05 03:00:00;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04034;VITRY-SUR-SEINE;Urbaine;NO2;Fond;;Oui;mesures fixes;Auto NO2_NOx app 42i;moyenne horaire validée;8;8;µg-m3;;;;A;1
2025/05/05 03:00:00;2025/05/05 04:00:00;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04034;VITRY-SUR-SEINE;Urbaine;NO2;Fond;;Oui;mesures fixes;Auto NO2_NOx app 42i;moyenne horaire validée;9.8;9.75;µg-m3;;;;A;1
2025/05/05 04:00:00;2025/05/05 05:00:00;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04034;VITRY-SUR-SEINE;Urbaine;NO2;Fond;;Oui;mesures fixes;Auto NO2_NOx app 42i;moyenne horaire validée;14.5;14.5;µg-m3;;;;A;1
2025/05/05 05:00:00;2025/05/05 06:00:00;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04034;VITRY-SUR-SEINE;Urbaine;NO2;Fond;;Oui;mesures fixes;Auto NO2_NOx app 42i;moyenne horaire validée;17.2;17.2;µg-m3;;;;A;1
2025/05/05 06:00:00;2025/05/05 07:00:00;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04034;VITRY-SUR-SEINE;Urbaine;NO2;Fond;;Oui;mesures fixes;Auto NO2_NOx app 42i;moyenne horaire validée;18.2;18.15;µg-m3;;;;A;1
2025/05/05 07:00:00;2025/05/05 08:00:00;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04034;VITRY-SUR-SEINE;Urbaine;NO2;Fond;;Oui;mesures fixes;Auto NO2_NOx app 42i;moyenne horaire validée;13.6;13.575;µg-m3;;;;A;1
2025/05/05 08:00:00;2025/05/05 09:00:00;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04034;VITRY-SUR-SEINE;Urbaine;NO2;Fond;;Oui;mesures fixes;Auto NO2_NOx app 42i;moyenne horaire validée;11;10.95;µg-m3;;;;A;1
2025/05/05 09:00:00;2025/05/05 10:00:00;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04034;VITRY-SUR-SEINE;Urbaine;NO2;Fond;;Oui;mesures fixes;Auto NO2_NOx app 42i;moyenne horaire validée;9.3;9.325;µg-m3;;;;A;1
2025/05/05 10:00:00;2025/05/05 11:00:00;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04034;VITRY-SUR-SEINE;Urbaine;NO2;Fond;;Oui;mesures fixes;Auto NO2_NOx app 42i;moyenne horaire validée;9.1;9.1;µg-m3;;;;A;1
2025/05/05 11:00:00;2025/05/05 12:00:00;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04034;VITRY-SUR-SEINE;Urbaine;NO2;Fond;;Oui;mesures fixes;Auto NO2_NOx app 42i;moyenne horaire validée;9.2;9.15;µg-m3;;;;A;1
2025/05/05 12:00:00;2025/05/05 13:00:00;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04034;VITRY-SUR-SEINE;Urbaine;NO2;Fond;;Oui;mesures fixes;Auto NO2_NOx app 42i;moyenne horaire validée;9.2;9.2;µg-m3;;;;A;1
2025/05/05 13:00:00;2025/05/05 14:00:00;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04034;VITRY-SUR-SEINE;Urbaine;NO2;Fond;;Oui;mesures fixes;Auto NO2_NOx app 42i;moyenne horaire validée;8.3;8.3;µg-m3;;;;A;1
2025/05/05 14:00:00;2025/05/05 15:00:00;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04034;VITRY-SUR-SEINE;Urbaine;NO2;Fond;;Oui;mesures fixes;Auto NO2_NOx app 42i;moyenne horaire validée;9.6;9.575;µg-m3;;;;A;1
2025/05/05 15:00:00;2025/05/05 16:00:00;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04034;VITRY-SUR-SEINE;Urbaine;NO2;Fond;;Oui;mesures fixes;Auto NO2_NOx app 42i;moyenne horaire validée;11.3;11.275;µg-m3;;;;A;1
2025/05/05 16:00:00;2025/05/05 17:00:00;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04034;VITRY-SUR-SEINE;Urbaine;NO2;Fond;;Oui;mesures fixes;Auto NO2_NOx app 42i;moyenne horaire validée;10.5;10.475;µg-m3;;;;A;1
2025/05/05 17:00:00;2025/05/05 18:00:00;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04034;VITRY-SUR-SEINE;Urbaine;NO2;Fond;;Oui;mesures fixes;Auto NO2_NOx app 42i;moyenne horaire validée;11.4;11.425;µg-m3;;;;A;1
2025/05/05 18:00:00;2025/05/05 19:00:00;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04034;VITRY-SUR-SEINE;Urbaine;NO2;Fond;;Oui;mesures fixes;Auto NO2_NOx app 42i;moyenne horaire validée;9.9;9.875;µg-m3;;;;A;1
2025/05/05 19:00:00;2025/05/05 20:00:00;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04034;VITRY-SUR-SEINE;Urbaine;NO2;Fond;;Oui;mesures fixes;Auto NO2_NOx app 42i;moyenne horaire validée;12.2;12.225;µg-m3;;;;A;1
2025/05/05 20:00:00;2025/05/05 21:00:00;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04034;VITRY-SUR-SEINE;Urbaine;NO2;Fond;;Oui;mesures fixes;Auto NO2_NOx app 42i;moyenne horaire validée;17.1;17.125;µg-m3;;;;A;1
2025/05/05 21:00:00;2025/05/05 22:00:00;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04034;VITRY-SUR-SEINE;Urbaine;NO2;Fond;;Oui;mesures fixes;Auto NO2_NOx app 42i;moyenne horaire validée;15.3;15.3;µg-m3;;;;A;1
2025/05/05 22:00:00;2025/05/05 23:00:00;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04034;VITRY-SUR-SEINE;Urbaine;NO2;Fond;;Oui;mesures fixes;Auto NO2_NOx app 42i;moyenne horaire validée;14.8;14.8;µg-m3;;;;A;1
2025/05/05 23:00:00;2025/05/06 00:00:00;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04034;VITRY-SUR-SEINE;Urbaine;NO2;Fond;;Oui;mesures fixes;Auto NO2_NOx app 42i;moyenne horaire validée;14.3;14.275;µg-m3;;;;A;1
2025/05/05 00:00:00;2025/05/05 01:00:00;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04037;PARIS 13eme;Urbaine;NO2;Fond;;Oui;mesures fixes;Auto NO2_NOx app AC32M;moyenne horaire validée;5.6;5.575;µg-m3;;;;A;1
2025/05/05 01:00:00;2025/05/05 02:00:00;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04037;PARIS 13eme;Urbaine;NO2;Fond;;Oui;mesures fixes;Auto NO2_NOx app AC32M;moyenne horaire validée;6.9;6.875;µg-m3;;;;A;1
2025/05/05 02:00:00;2025/05/05 03:00:00;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04037;PARIS 13eme;Urbaine;NO2;Fond;;Oui;mesures fixes;Auto NO2_NOx app AC32M;moyenne horaire validée;7;7;µg-m3;;;;A;1
2025/05/05 03:00:00;2025/05/05 04:00:00;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04037;PARIS 13eme;Urbaine;NO2;Fond;;Oui;mesures fixes;Auto NO2_NOx app AC32M;moyenne horaire validée;7.9;7.85;µg-m3;;;;A;1
2025/05/05 04:00:00;2025/05/05 05:00:00;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04037;PARIS 13eme;Urbaine;NO2;Fond;;Oui;mesures fixes;Auto NO2_NOx app AC32M;moyenne horaire validée;12.3;12.3;µg-m3;;;;A;1
2025/05/05 05:00:00;2025/05/05 06:00:00;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04037;PARIS 13eme;Urbaine;NO2;Fond;;Oui;mesures fixes;Auto NO2_NOx app AC32M;moyenne horaire validée;14.2;14.15;µg-m3;;;;A;1
2025/05/05 06:00:00;2025/05/05 07:00:00;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04037;PARIS 13eme;Urbaine;NO2;Fond;;Oui;mesures fixes;Auto NO2_NOx app AC32M;moyenne horaire validée;12.5;12.525;µg-m3;;;;A;1
2025/05/05 07:00:00;2025/05/05 08:00:00;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04037;PARIS 13eme;Urbaine;NO2;Fond;;Oui;mesures fixes;Auto NO2_NOx app AC32M;moyenne horaire validée;10.7;10.725;µg-m3;;;;A;1
2025/05/05 08:00:00;2025/05/05 09:00:00;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04037;PARIS 13eme;Urbaine;NO2;Fond;;Oui;mesures fixes;Auto NO2_NOx app AC32M;moyenne horaire validée;8.5;8.5;µg-m3;;;;A;1
2025/05/05 09:00:00;2025/05/05 10:00:00;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04037;PARIS 13eme;Urbaine;NO2;Fond;;Oui;mesures fixes;Auto NO2_NOx app AC32M;moyenne horaire validée;7.6;7.575;µg-m3;;;;A;1
2025/05/05 10:00:00;2025/05/05 11:00:00;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04037;PARIS 13eme;Urbaine;NO2;Fond;;Oui;mesures fixes;Auto NO2_NOx app AC32M;moyenne horaire validée;7;7;µg-m3;;;;A;1
2025/05/05 11:00:00;2025/05/05 12:00:00;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04037;PARIS 13eme;Urbaine;NO2;Fond;;Oui;mesures fixes;Auto NO2_NOx app AC32M;moyenne horaire validée;5.8;5.8;µg-m3;;;;A;1
2025/05/05 12:00:00;2025/05/05 13:00:00;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04037;PARIS 13eme;Urbaine;NO2;Fond;;Oui;mesures fixes;Auto NO2_NOx app AC32M;moyenne horaire validée;7;6.95;µg-m3;;;;A;1
2025/05/05 13:00:00;2025/05/05 14:00:00;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04037;PARIS 13eme;Urbaine;NO2;Fond;;Oui;mesures fixes;Auto NO2_NOx app AC32M;moyenne horaire validée;6.2;6.2;µg-m3;;;;A;1
2025/05/05 14:00:00;2025/05/05 15:00:00;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04037;PARIS 13eme;Urbaine;NO2;Fond;;Oui;mesures fixes;Auto NO2_NOx app AC32M;moyenne horaire validée;5.9;5.925;µg-m3;;;;A;1
2025/05/05 15:00:00;2025/05/05 16:00:00;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04037;PARIS 13eme;Urbaine;NO2;Fond;;Oui;mesures fixes;Auto NO2_NOx app AC32M;moyenne horaire validée;6.3;6.275;µg-m3;;;;A;1
2025/05/05 16:00:00;2025/05/05 17:00:00;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04037;PARIS 13eme;Urbaine;NO2;Fond;;Oui;mesures fixes;Auto NO2_NOx app AC32M;moyenne horaire validée;7.1;7.075;µg-m3;;;;A;1
2025/05/05 17:00:00;2025/05/05 18:00:00;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04037;PARIS 13eme;Urbaine;NO2;Fond;;Oui;mesures fixes;Auto NO2_NOx app AC32M;moyenne horaire validée;7.4;7.425;µg-m3;;;;A;1
2025/05/05 18:00:00;2025/05/05 19:00:00;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04037;PARIS 13eme;Urbaine;NO2;Fond;;Oui;mesures fixes;Auto NO2_NOx app AC32M;moyenne horaire validée;8.1;8.1;µg-m3;;;;A;1
2025/05/05 19:00:00;2025/05/05 20:00:00;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04037;PARIS 13eme;Urbaine;NO2;Fond;;Oui;mesures fixes;Auto NO2_NOx app AC32M;moyenne horaire validée;12.3;12.3;µg-m3;;;;A;1
2025/05/05 20:00:00;2025/05/05 21:00:00;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04037;PARIS 13eme;Urbaine;NO2;Fond;;Oui;mesures fixes;Auto NO2_NOx app AC32M;moyenne horaire validée;11.1;11.05;µg-m3;;;;A;1
2025/05/05 21:00:00;2025/05/05 22:00:00;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04037;PARIS 13eme;Urbaine;NO2;Fond;;Oui;mesures fixes;Auto NO2_NOx app AC32M;moyenne horaire validée;12.3;12.275;µg-m3;;;;A;1
2025/05/05 22:00:00;2025/05/05 23:00:00;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04037;PARIS 13eme;Urbaine;NO2;Fond;;Oui;mesures fixes;Auto NO2_NOx app AC32M;moyenne horaire validée;11.9;11.85;µg-m3;;;;A;1
2025/05/05 23:00:00;2025/05/06 00:00:00;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04037;PARIS 13eme;Urbaine;NO2;Fond;;Oui;mesures fixes;Auto NO2_NOx app AC32M;moyenne horaire validée;11.6;11.625;µg-m3;;;;A;1
2025/05/05 00:00:00;2025/05/05 01:00:00;AIRPARIF;FR11ZRE01;ZR ILE-DE-FRANCE;FR04038;Zone Rurale SO;Rurale régionale;NO2;Fond;;Oui;mesures fixes;Auto NO2_NOx app AC32M;moyenne horaire validée;4.2;4.15;µg-m3;;;;A;1
2025/05/05 01:00:00;2025/05/05 02:00:00;AIRPARIF;FR11ZRE01;ZR ILE-DE-FRANCE;FR04038;Zone Rurale SO;Rurale régionale;NO2;Fond;;Oui;mesures fixes;Auto NO2_NOx app AC32M;moyenne horaire validée;4.1;4.06667;µg-m3;;;;R;1
2025/05/05 02:00:00;2025/05/05 03:00:00;AIRPARIF;FR11ZRE01;ZR ILE-DE-FRANCE;FR04038;Zone Rurale SO;Rurale régionale;NO2;Fond;;Oui;mesures fixes;Auto NO2_NOx app AC32M;moyenne horaire validée;6.5;6.5;µg-m3;;;;R;1
2025/05/05 03:00:00;2025/05/05 04:00:00;AIRPARIF;FR11ZRE01;ZR ILE-DE-FRANCE;FR04038;Zone Rurale SO;Rurale régionale;NO2;Fond;;Oui;mesures fixes;Auto NO2_NOx app AC32M;moyenne horaire validée;5.1;5.1;µg-m3;;;;A;1
2025/05/05 04:00:00;2025/05/05 05:00:00;AIRPARIF;FR11ZRE01;ZR ILE-DE-FRANCE;FR04038;Zone Rurale SO;Rurale régionale;NO2;Fond;;Oui;mesures fixes;Auto NO2_NOx app AC32M;moyenne horaire validée;5.1;5.05;µg-m3;;;;A;1
2025/05/05 05:00:00;2025/05/05 06:00:00;AIRPARIF;FR11ZRE01;ZR ILE-DE-FRANCE;FR04038;Zone Rurale SO;Rurale régionale;NO2;Fond;;Oui;mesures fixes;Auto NO2_NOx app AC32M;moyenne horaire validée;6;5.95;µg-m3;;;;A;1
2025/05/05 06:00:00;2025/05/05 07:00:00;AIRPARIF;FR11ZRE01;ZR ILE-DE-FRANCE;FR04038;Zone Rurale SO;Rurale régionale;NO2;Fond;;Oui;mesures fixes;Auto NO2_NOx app AC32M;moyenne horaire validée;6.2;6.15;µg-m3;;;;A;1
2025/05/05 07:00:00;2025/05/05 08:00:00;AIRPARIF;FR11ZRE01;ZR ILE-DE-FRANCE;FR04038;Zone Rurale SO;Rurale régionale;NO2;Fond;;Oui;mesures fixes;Auto NO2_NOx app AC32M;moyenne horaire validée;6.4;6.35;µg-m3;;;;A;1
2025/05/05 08:00:00;2025/05/05 09:00:00;AIRPARIF;FR11ZRE01;ZR ILE-DE-FRANCE;FR04038;Zone Rurale SO;Rurale régionale;NO2;Fond;;Oui;mesures fixes;Auto NO2_NOx app AC32M;moyenne horaire validée;5.9;5.875;µg-m3;;;;A;1
2025/05/05 09:00:00;2025/05/05 10:00:00;AIRPARIF;FR11ZRE01;ZR ILE-DE-FRANCE;FR04038;Zone Rurale SO;Rurale régionale;NO2;Fond;;Oui;mesures fixes;Auto NO2_NOx app AC32M;moyenne horaire validée;4.6;4.6;µg-m3;;;;A;1
2025/05/05 10:00:00;2025/05/05 11:00:00;AIRPARIF;FR11ZRE01;ZR ILE-DE-FRANCE;FR04038;Zone Rurale SO;Rurale régionale;NO2;Fond;;Oui;mesures fixes;Auto NO2_NOx app AC32M;moyenne horaire validée;4;4;µg-m3;;;;A;1
2025/05/05 11:00:00;2025/05/05 12:00:00;AIRPARIF;FR11ZRE01;ZR ILE-DE-FRANCE;FR04038;Zone Rurale SO;Rurale régionale;NO2;Fond;;Oui;mesures fixes;Auto NO2_NOx app AC32M;moyenne horaire validée;4;3.95;µg-m3;;;;A;1
2025/05/05 12:00:00;2025/05/05 13:00:00;AIRPARIF;FR11ZRE01;ZR ILE-DE-FRANCE;FR04038;Zone Rurale SO;Rurale régionale;NO2;Fond;;Oui;mesures fixes;Auto NO2_NOx app AC32M;moyenne horaire validée;4.1;4.1;µg-m3;;;;A;1
2025/05/05 13:00:00;2025/05/05 14:00:00;AIRPARIF;FR11ZRE01;ZR ILE-DE-FRANCE;FR04038;Zone Rurale SO;Rurale régionale;NO2;Fond;;Oui;mesures fixes;Auto NO2_NOx app AC32M;moyenne horaire validée;4.1;4.1;µg-m3;;;;A;1
2025/05/05 14:00:00;2025/05/05 15:00:00;AIRPARIF;FR11ZRE01;ZR ILE-DE-FRANCE;FR04038;Zone Rurale SO;Rurale régionale;NO2;Fond;;Oui;mesures fixes;Auto NO2_NOx app AC32M;moyenne horaire validée;4.1;4.05;µg-m3;;;;A;1
2025/05/05 15:00:00;2025/05/05 16:00:00;AIRPARIF;FR11ZRE01;ZR ILE-DE-FRANCE;FR04038;Zone Rurale SO;Rurale régionale;NO2;Fond;;Oui;mesures fixes;Auto NO2_NOx app AC32M;moyenne horaire validée;4.4;4.4;µg-m3;;;;A;1
2025/05/05 16:00:00;2025/05/05 17:00:00;AIRPARIF;FR11ZRE01;ZR ILE-DE-FRANCE;FR04038;Zone Rurale SO;Rurale régionale;NO2;Fond;;Oui;mesures fixes;Auto NO2_NOx app AC32M;moyenne horaire validée;4.4;4.4;µg-m3;;;;A;1
2025/05/05 17:00:00;2025/05/05 18:00:00;AIRPARIF;FR11ZRE01;ZR ILE-DE-FRANCE;FR04038;Zone Rurale SO;Rurale régionale;NO2;Fond;;Oui;mesures fixes;Auto NO2_NOx app AC32M;moyenne horaire validée;5;5;µg-m3;;;;A;1
2025/05/05 18:00:00;2025/05/05 19:00:00;AIRPARIF;FR11ZRE01;ZR ILE-DE-FRANCE;FR04038;Zone Rurale SO;Rurale régionale;NO2;Fond;;Oui;mesures fixes;Auto NO2_NOx app AC32M;moyenne horaire validée;5.6;5.55;µg-m3;;;;A;1
2025/05/05 19:00:00;2025/05/05 20:00:00;AIRPARIF;FR11ZRE01;ZR ILE-DE-FRANCE;FR04038;Zone Rurale SO;Rurale régionale;NO2;Fond;;Oui;mesures fixes;Auto NO2_NOx app AC32M;moyenne horaire validée;5.9;5.85;µg-m3;;;;A;1
2025/05/05 20:00:00;2025/05/05 21:00:00;AIRPARIF;FR11ZRE01;ZR ILE-DE-FRANCE;FR04038;Zone Rurale SO;Rurale régionale;NO2;Fond;;Oui;mesures fixes;Auto NO2_NOx app AC32M;moyenne horaire validée;7;6.95;µg-m3;;;;A;1
2025/05/05 21:00:00;2025/05/05 22:00:00;AIRPARIF;FR11ZRE01;ZR ILE-DE-FRANCE;FR04038;Zone Rurale SO;Rurale régionale;NO2;Fond;;Oui;mesures fixes;Auto NO2_NOx app AC32M;moyenne horaire validée;7.5;7.45;µg-m3;;;;A;1
2025/05/05 22:00:00;2025/05/05 23:00:00;AIRPARIF;FR11ZRE01;ZR ILE-DE-FRANCE;FR04038;Zone Rurale SO;Rurale régionale;NO2;Fond;;Oui;mesures fixes;Auto NO2_NOx app AC32M;moyenne horaire validée;7;7;µg-m3;;;;A;1
2025/05/05 23:00:00;2025/05/06 00:00:00;AIRPARIF;FR11ZRE01;ZR ILE-DE-FRANCE;FR04038;Zone Rurale SO;Rurale régionale;NO2;Fond;;Oui;mesures fixes;Auto NO2_NOx app AC32M;moyenne horaire validée;6.8;6.8;µg-m3;;;;A;1
2025/05/05 00:00:00;2025/05/05 01:00:00;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04051;ARGENTEUIL;Urbaine;NO2;Fond;;Oui;mesures fixes;Auto NO2_NOx app 42i;moyenne horaire validée;6.1;6.05;µg-m3;;;;A;1
2025/05/05 01:00:00;2025/05/05 02:00:00;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04051;ARGENTEUIL;Urbaine;NO2;Fond;;Oui;mesures fixes;Auto NO2_NOx app 42i;moyenne horaire validée;6.4;6.35;µg-m3;;;;A;1
2025/05/05 02:00:00;2025/05/05 03:00:00;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04051;ARGENTEUIL;Urbaine;NO2;Fond;;Oui;mesures fixes;Auto NO2_NOx app 42i;moyenne horaire validée;7.2;7.15;µg-m3;;;;A;1
2025/05/05 03:00:00;2025/05/05 04:00:00;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04051;ARGENTEUIL;Urbaine;NO2;Fond;;Oui;mesures fixes;Auto NO2_NOx app 42i;moyenne horaire validée;9;9;µg-m3;;;;A;1
2025/05/05 04:00:00;2025/05/05 05:00:00;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04051;ARGENTEUIL;Urbaine;NO2;Fond;;Oui;mesures fixes;Auto NO2_NOx app 42i;moyenne horaire validée;13.2;13.225;µg-m3;;;;A;1
2025/05/05 05:00:00;2025/05/05 06:00:00;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04051;ARGENTEUIL;Urbaine;NO2;Fond;;Oui;mesures fixes;Auto NO2_NOx app 42i;moyenne horaire validée;13.5;13.5;µg-m3;;;;A;1
2025/05/05 06:00:00;2025/05/05 07:00:00;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04051;ARGENTEUIL;Urbaine;NO2;Fond;;Oui;mesures fixes;Auto NO2_NOx app 42i;moyenne horaire validée;12.5;12.45;µg-m3;;;;A;1
2025/05/05 07:00:00;2025/05/05 08:00:00;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04051;ARGENTEUIL;Urbaine;NO2;Fond;;Oui;mesures fixes;Auto NO2_NOx app 42i;moyenne horaire validée;8.7;8.725;µg-m3;;;;A;1
2025/05/05 08:00:00;2025/05/05 09:00:00;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04051;ARGENTEUIL;Urbaine;NO2;Fond;;Oui;mesures fixes;Auto NO2_NOx app 42i;moyenne horaire validée;8.9;8.85;µg-m3;;;;A;1
2025/05/05 09:00:00;2025/05/05 10:00:00;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04051;ARGENTEUIL;Urbaine;NO2;Fond;;Oui;mesures fixes;Auto NO2_NOx app 42i;moyenne horaire validée;7.8;7.825;µg-m3;;;;A;1
2025/05/05 10:00:00;2025/05/05 11:00:00;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04051;ARGENTEUIL;Urbaine;NO2;Fond;;Oui;mesures fixes;Auto NO2_NOx app 42i;moyenne horaire validée;7.2;7.175;µg-m3;;;;A;1
2025/05/05 11:00:00;2025/05/05 12:00:00;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04051;ARGENTEUIL;Urbaine;NO2;Fond;;Oui;mesures fixes;Auto NO2_NOx app 42i;moyenne horaire validée;7.8;7.75;µg-m3;;;;A;1
2025/05/05 12:00:00;2025/05/05 13:00:00;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04051;ARGENTEUIL;Urbaine;NO2;Fond;;Oui;mesures fixes;Auto NO2_NOx app 42i;moyenne horaire validée;8.2;8.15;µg-m3;;;;A;1
2025/05/05 13:00:00;2025/05/05 14:00:00;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04051;ARGENTEUIL;Urbaine;NO2;Fond;;Oui;mesures fixes;Auto NO2_NOx app 42i;moyenne horaire validée;7.6;7.55;µg-m3;;;;A;1
2025/05/05 14:00:00;2025/05/05 15:00:00;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04051;ARGENTEUIL;Urbaine;NO2;Fond;;Oui;mesures fixes;Auto NO2_NOx app 42i;moyenne horaire validée;9.3;9.25;µg-m3;;;;A;1
2025/05/05 15:00:00;2025/05/05 16:00:00;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04051;ARGENTEUIL;Urbaine;NO2;Fond;;Oui;mesures fixes;Auto NO2_NOx app 42i;moyenne horaire validée;9.8;9.8;µg-m3;;;;A;1
2025/05/05 16:00:00;2025/05/05 17:00:00;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04051;ARGENTEUIL;Urbaine;NO2;Fond;;Oui;mesures fixes;Auto NO2_NOx app 42i;moyenne horaire validée;9.5;9.5;µg-m3;;;;A;1
2025/05/05 17:00:00;2025/05/05 18:00:00;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04051;ARGENTEUIL;Urbaine;NO2;Fond;;Oui;mesures fixes;Auto NO2_NOx app 42i;moyenne horaire validée;10.2;10.175;µg-m3;;;;A;1
2025/05/05 18:00:00;2025/05/05 19:00:00;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04051;ARGENTEUIL;Urbaine;NO2;Fond;;Oui;mesures fixes;Auto NO2_NOx app 42i;moyenne horaire validée;11.4;11.375;µg-m3;;;;A;1
2025/05/05 19:00:00;2025/05/05 20:00:00;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04051;ARGENTEUIL;Urbaine;NO2;Fond;;Oui;mesures fixes;Auto NO2_NOx app 42i;moyenne horaire validée;13.2;13.15;µg-m3;;;;A;1
2025/05/05 20:00:00;2025/05/05 21:00:00;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04051;ARGENTEUIL;Urbaine;NO2;Fond;;Oui;mesures fixes;Auto NO2_NOx app 42i;moyenne horaire validée;15.8;15.775;µg-m3;;;;A;1
